Info 0    [18:43:36.166] Starting TS Server
Info 333  [18:54:10.657] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 1 structureChanged: true structureIsReused:: Not Elapsed: 629.1478390023112ms
Info 334  [18:54:10.657] Project '/dev/null/inferredProject2*' (Inferred)
Info 335  [18:54:10.657] 	Files (213)

Info 336  [18:54:10.657] -----------------------------------------------
Info 337  [18:54:10.668] Starting updateGraphWorker: Project: /dev/null/autoImportProviderProject2*
Info 338  [18:54:10.794] Finishing updateGraphWorker: Project: /dev/null/autoImportProviderProject2* Version: 1 structureChanged: true structureIsReused:: Not Elapsed: 125.68770799785852ms
Info 339  [18:54:10.794] Project '/dev/null/autoImportProviderProject2*' (AutoImportProvider)
Info 340  [18:54:10.794] 	Files (173)

Info 341  [18:54:10.794] -----------------------------------------------
Info 342  [18:54:10.797] `remove Project::
Info 343  [18:54:10.797] Project '/dev/null/inferredProject1*' (Inferred)
Info 344  [18:54:10.797] 	Files (198)

Info 345  [18:54:10.797] -----------------------------------------------
Info 346  [18:54:10.797] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 347  [18:54:10.797] 	Files (180)

Info 348  [18:54:10.797] -----------------------------------------------
Info 349  [18:54:18.998] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 350  [18:54:19.120] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 2 structureChanged: true structureIsReused:: Not Elapsed: 121.51884599775076ms
Info 351  [18:54:19.120] Project '/dev/null/inferredProject2*' (Inferred)
Info 352  [18:54:19.120] 	Files (198)

Info 353  [18:54:19.120] -----------------------------------------------
Info 354  [18:54:19.120] Project '/dev/null/autoImportProviderProject2*' (AutoImportProvider)
Info 355  [18:54:19.120] 	Files (173)

Info 356  [18:54:19.120] -----------------------------------------------
Info 357  [19:17:16.091] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 358  [19:17:16.168] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 3 structureChanged: false structureIsReused:: Completely Elapsed: 77.42378499731421ms
Info 359  [19:17:16.168] Different program with same set of files
Info 360  [19:17:16.697] Format host information updated
Info 361  [19:17:25.342] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 362  [19:17:25.414] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 4 structureChanged: false structureIsReused:: Completely Elapsed: 71.91899000108242ms
Info 363  [19:17:25.414] Different program with same set of files
Info 364  [19:17:26.590] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 365  [19:17:26.643] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 5 structureChanged: false structureIsReused:: Completely Elapsed: 52.09893999993801ms
Info 366  [19:17:26.643] Different program with same set of files
Info 367  [19:17:26.643] getCompletionData: Get current token: 0.021448001265525818
Info 368  [19:17:26.643] getCompletionData: Is inside comment: 0.020996998995542526
Info 369  [19:17:26.643] getCompletionData: Get previous token: 0.01677999645471573
Info 370  [19:17:26.655] Starting updateGraphWorker: Project: /dev/null/autoImportProviderProject2*
Info 371  [19:17:26.688] Finishing updateGraphWorker: Project: /dev/null/autoImportProviderProject2* Version: 2 structureChanged: true structureIsReused:: Not Elapsed: 33.089198000729084ms
Info 372  [19:17:26.688] Project '/dev/null/autoImportProviderProject2*' (AutoImportProvider)
Info 373  [19:17:26.688] 	Files (180)

Info 374  [19:17:26.688] -----------------------------------------------
Info 375  [19:17:26.689] getExportInfoMap: cache miss or empty; calculating new results
Info 376  [19:17:26.824] forEachExternalModuleToImportFrom autoImportProvider: 100.3214210011065
Info 377  [19:17:26.824] getExportInfoMap: done in 175.99906900152564 ms
Info 378  [19:17:26.893] collectAutoImports: resolved 70 module specifiers, plus 0 ambient and -7412 from cache
Info 379  [19:17:26.893] collectAutoImports: response is complete
Info 380  [19:17:26.893] collectAutoImports: 68.77253699675202
Info 381  [19:17:26.893] getCompletionData: Semantic work: 249.21811800077558
Info 382  [19:17:26.907] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.779784001410007
Info 383  [19:17:27.593] getCompletionData: Get current token: 0.043852999806404114
Info 384  [19:17:27.594] getCompletionData: Is inside comment: 0.09827199950814247
Info 385  [19:17:27.594] getCompletionData: Get previous token: 0.06368200108408928
Info 386  [19:17:27.598] getCompletionData: Semantic work: 4.087067000567913
Info 387  [19:17:27.826] getCompletionData: Get current token: 0.010007001459598541
Info 388  [19:17:27.827] getCompletionData: Is inside comment: 0.00720600038766861
Info 389  [19:17:27.827] getCompletionData: Get previous token: 0.03201400116086006
Info 390  [19:17:27.831] getExportInfoMap: cache hit
Info 391  [19:17:27.872] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 442 from cache
Info 392  [19:17:27.872] collectAutoImports: response is complete
Info 393  [19:17:27.872] collectAutoImports: 41.517705000936985
Info 394  [19:17:27.872] getCompletionData: Semantic work: 45.479917000979185
Info 395  [19:17:27.883] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.57915199920535
Info 396  [19:17:29.239] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 397  [19:17:29.268] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 6 structureChanged: false structureIsReused:: Completely Elapsed: 29.01180600002408ms
Info 398  [19:17:29.268] Different program with same set of files
Info 399  [19:17:29.270] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 400  [19:17:29.295] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 7 structureChanged: false structureIsReused:: Completely Elapsed: 24.86913100257516ms
Info 401  [19:17:29.295] Different program with same set of files
Info 402  [19:17:30.150] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 403  [19:17:30.176] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 8 structureChanged: false structureIsReused:: Completely Elapsed: 26.31707500293851ms
Info 404  [19:17:30.176] Different program with same set of files
Info 405  [19:17:31.611] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 406  [19:17:31.670] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 9 structureChanged: false structureIsReused:: Completely Elapsed: 59.22833599895239ms
Info 407  [19:17:31.670] Different program with same set of files
Info 408  [19:17:32.659] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 409  [19:17:32.709] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 10 structureChanged: false structureIsReused:: Completely Elapsed: 49.32172700017691ms
Info 410  [19:17:32.709] Different program with same set of files
Info 411  [19:17:34.007] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 412  [19:17:34.037] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 11 structureChanged: false structureIsReused:: Completely Elapsed: 30.789250001311302ms
Info 413  [19:17:34.037] Different program with same set of files
Info 414  [19:17:34.039] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 415  [19:17:34.066] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 12 structureChanged: false structureIsReused:: Completely Elapsed: 26.09749199822545ms
Info 416  [19:17:34.066] Different program with same set of files
Info 417  [19:17:35.062] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 418  [19:17:35.090] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 13 structureChanged: false structureIsReused:: Completely Elapsed: 27.722859002649784ms
Info 419  [19:17:35.090] Different program with same set of files
Info 420  [19:17:36.535] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 421  [19:17:36.574] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 14 structureChanged: false structureIsReused:: Completely Elapsed: 38.861716002225876ms
Info 422  [19:17:36.574] Different program with same set of files
Info 423  [19:17:37.105] Format host information updated
Info 424  [19:17:37.323] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 425  [19:17:37.350] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 15 structureChanged: false structureIsReused:: Completely Elapsed: 27.32082099840045ms
Info 426  [19:17:37.350] Different program with same set of files
Info 427  [19:17:41.655] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 428  [19:17:41.714] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 16 structureChanged: false structureIsReused:: Completely Elapsed: 58.63493200019002ms
Info 429  [19:17:41.714] Different program with same set of files
Info 430  [19:17:41.716] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 431  [19:17:41.740] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 17 structureChanged: false structureIsReused:: Completely Elapsed: 23.988901000469923ms
Info 432  [19:17:41.740] Different program with same set of files
Info 433  [19:17:42.264] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 434  [19:17:42.316] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 18 structureChanged: false structureIsReused:: Completely Elapsed: 51.938730999827385ms
Info 435  [19:17:42.316] Different program with same set of files
Info 436  [19:17:42.316] getCompletionData: Get current token: 0.005928002297878265
Info 437  [19:17:42.316] getCompletionData: Is inside comment: 0.0037820003926753998
Info 438  [19:17:42.316] getCompletionData: Get previous token: 0.01926100254058838
Info 439  [19:17:42.319] getExportInfoMap: cache hit
Info 440  [19:17:42.343] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 441  [19:17:42.343] collectAutoImports: response is complete
Info 442  [19:17:42.343] collectAutoImports: 23.418632000684738
Info 443  [19:17:42.343] getCompletionData: Semantic work: 26.27325500175357
Info 444  [19:17:42.351] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.943509999662638
Info 445  [19:17:43.303] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 446  [19:17:43.331] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 19 structureChanged: false structureIsReused:: Completely Elapsed: 28.482048999518156ms
Info 447  [19:17:43.331] Different program with same set of files
Info 448  [19:17:43.332] getCompletionData: Get current token: 0.005526002496480942
Info 449  [19:17:43.332] getCompletionData: Is inside comment: 0.004032999277114868
Info 450  [19:17:43.332] getCompletionData: Get previous token: 0.022509999573230743
Info 451  [19:17:43.332] getCompletionsAtPosition: isCompletionListBlocker: 0.10456299781799316
Info 452  [19:17:43.335] getExportInfoMap: cache hit
Info 453  [19:17:43.359] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 454  [19:17:43.359] collectAutoImports: response is complete
Info 455  [19:17:43.359] collectAutoImports: 23.89877500012517
Info 456  [19:17:43.359] getCompletionData: Semantic work: 26.877414997667074
Info 457  [19:17:43.367] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.6609419994056225
Info 458  [19:17:43.399] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 459  [19:17:43.423] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 20 structureChanged: false structureIsReused:: Completely Elapsed: 24.040049999952316ms
Info 460  [19:17:43.423] Different program with same set of files
Info 461  [19:17:43.424] getCompletionData: Get current token: 0.0052100010216236115
Info 462  [19:17:43.424] getCompletionData: Is inside comment: 0.003983002156019211
Info 463  [19:17:43.424] getCompletionData: Get previous token: 0.023347999900579453
Info 464  [19:17:43.424] getCompletionsAtPosition: isCompletionListBlocker: 0.018026001751422882
Info 465  [19:17:43.426] getExportInfoMap: cache hit
Info 466  [19:17:43.442] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 467  [19:17:43.442] collectAutoImports: response is complete
Info 468  [19:17:43.442] collectAutoImports: 16.03914099931717
Info 469  [19:17:43.442] getCompletionData: Semantic work: 18.710384000092745
Info 470  [19:17:43.449] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.629596002399921
Info 471  [19:17:43.504] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 472  [19:17:43.530] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 21 structureChanged: false structureIsReused:: Completely Elapsed: 25.970550000667572ms
Info 473  [19:17:43.530] Different program with same set of files
Info 474  [19:17:43.530] getCompletionData: Get current token: 0.0050200000405311584
Info 475  [19:17:43.530] getCompletionData: Is inside comment: 0.0036469995975494385
Info 476  [19:17:43.530] getCompletionData: Get previous token: 0.019673999398946762
Info 477  [19:17:43.530] getCompletionsAtPosition: isCompletionListBlocker: 0.01495099812746048
Info 478  [19:17:43.533] getExportInfoMap: cache hit
Info 479  [19:17:43.548] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 480  [19:17:43.548] collectAutoImports: response is complete
Info 481  [19:17:43.548] collectAutoImports: 14.997292000800371
Info 482  [19:17:43.548] getCompletionData: Semantic work: 17.428452000021935
Info 483  [19:17:43.554] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.413527000695467
Info 484  [19:17:43.731] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 485  [19:17:43.759] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 22 structureChanged: false structureIsReused:: Completely Elapsed: 27.720723003149033ms
Info 486  [19:17:43.759] Different program with same set of files
Info 487  [19:17:44.213] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 488  [19:17:44.241] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 23 structureChanged: false structureIsReused:: Completely Elapsed: 27.948068000376225ms
Info 489  [19:17:44.241] Different program with same set of files
Info 490  [19:17:47.410] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 491  [19:17:47.461] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 24 structureChanged: false structureIsReused:: Completely Elapsed: 50.392629001289606ms
Info 492  [19:17:47.461] Different program with same set of files
Info 493  [19:17:48.540] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 494  [19:17:48.581] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 25 structureChanged: false structureIsReused:: Completely Elapsed: 40.72045800089836ms
Info 495  [19:17:48.581] Different program with same set of files
Info 496  [19:17:49.747] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 497  [19:17:49.774] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 26 structureChanged: false structureIsReused:: Completely Elapsed: 27.09613100066781ms
Info 498  [19:17:49.774] Different program with same set of files
Info 499  [19:17:50.358] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 500  [19:17:50.386] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 27 structureChanged: false structureIsReused:: Completely Elapsed: 27.09255100041628ms
Info 501  [19:17:50.386] Different program with same set of files
Info 502  [19:17:50.386] getCompletionData: Get current token: 0.007434997707605362
Info 503  [19:17:50.386] getCompletionData: Is inside comment: 0.016569998115301132
Info 504  [19:17:50.386] getCompletionData: Get previous token: 0.017830997705459595
Info 505  [19:17:50.387] getCompletionsAtPosition: isCompletionListBlocker: 0.012722998857498169
Info 506  [19:17:50.390] getExportInfoMap: cache hit
Info 507  [19:17:50.413] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 56 from cache
Info 508  [19:17:50.413] collectAutoImports: response is complete
Info 509  [19:17:50.413] collectAutoImports: 23.812210001051426
Info 510  [19:17:50.413] getCompletionData: Semantic work: 26.934143997728825
Info 511  [19:17:50.420] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.014643996953964
Info 512  [19:17:51.062] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 513  [19:17:51.090] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 28 structureChanged: false structureIsReused:: Completely Elapsed: 27.30588799715042ms
Info 514  [19:17:51.090] Different program with same set of files
Info 515  [19:17:51.320] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 516  [19:17:51.361] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 29 structureChanged: false structureIsReused:: Completely Elapsed: 41.3705649971962ms
Info 517  [19:17:51.362] Different program with same set of files
Info 518  [19:17:51.362] getCompletionData: Get current token: 0.017121002078056335
Info 519  [19:17:51.362] getCompletionData: Is inside comment: 0.007610000669956207
Info 520  [19:17:51.362] getCompletionData: Get previous token: 0.0317390002310276
Info 521  [19:17:51.362] getCompletionsAtPosition: isCompletionListBlocker: 0.022840000689029694
Info 522  [19:17:51.366] getCompletionData: Semantic work: 3.771763000637293
Info 523  [19:17:51.367] getCompletionData: Get current token: 0.010868001729249954
Info 524  [19:17:51.368] getCompletionData: Is inside comment: 0.0067390017211437225
Info 525  [19:17:51.368] getCompletionData: Get previous token: 0.02650899812579155
Info 526  [19:17:51.368] getCompletionsAtPosition: isCompletionListBlocker: 0.015414997935295105
Info 527  [19:17:51.371] getCompletionData: Semantic work: 3.6495129987597466
Info 528  [19:17:52.777] Format host information updated
Info 529  [19:18:03.510] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 530  [19:18:03.550] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 30 structureChanged: false structureIsReused:: Completely Elapsed: 39.30273099988699ms
Info 531  [19:18:03.550] Different program with same set of files
Info 532  [19:18:03.551] getCompletionData: Get current token: 0.011106003075838089
Info 533  [19:18:03.551] getCompletionData: Is inside comment: 0.020173002034425735
Info 534  [19:18:03.551] getCompletionData: Get previous token: 0.024356000125408173
Info 535  [19:18:03.551] getCompletionsAtPosition: isCompletionListBlocker: 0.013145998120307922
Info 536  [19:18:03.553] getExportInfoMap: cache hit
Info 537  [19:18:03.604] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 442 from cache
Info 538  [19:18:03.604] collectAutoImports: response is complete
Info 539  [19:18:03.604] collectAutoImports: 50.37442599982023
Info 540  [19:18:03.604] getCompletionData: Semantic work: 52.961160000413656
Info 541  [19:18:03.611] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.341057997196913
Info 542  [19:18:04.157] getCompletionData: Get current token: 0.0055049993097782135
Info 543  [19:18:04.157] getCompletionData: Is inside comment: 0.003337997943162918
Info 544  [19:18:04.157] getCompletionData: Get previous token: 0.022904999554157257
Info 545  [19:18:04.157] getCompletionsAtPosition: isCompletionListBlocker: 0.015813998878002167
Info 546  [19:18:04.160] getExportInfoMap: cache hit
Info 547  [19:18:04.195] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 442 from cache
Info 548  [19:18:04.195] collectAutoImports: response is complete
Info 549  [19:18:04.195] collectAutoImports: 35.05157300084829
Info 550  [19:18:04.195] getCompletionData: Semantic work: 38.13339599967003
Info 551  [19:18:04.203] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.445948000997305
Info 552  [19:18:04.260] getCompletionData: Get current token: 0.011232998222112656
Info 553  [19:18:04.260] getCompletionData: Is inside comment: 0.006348002701997757
Info 554  [19:18:04.260] getCompletionData: Get previous token: 0.027782000601291656
Info 555  [19:18:04.260] getCompletionsAtPosition: isCompletionListBlocker: 0.01572899892926216
Info 556  [19:18:04.263] getCompletionData: Semantic work: 2.6029269993305206
Info 557  [19:18:13.571] getCompletionData: Get current token: 0.014235999435186386
Info 558  [19:18:13.571] getCompletionData: Is inside comment: 0.007986001670360565
Info 559  [19:18:13.571] getCompletionData: Get previous token: 0.03693900257349014
Info 560  [19:18:13.571] getCompletionsAtPosition: isCompletionListBlocker: 0.0181489996612072
Info 561  [19:18:13.574] getCompletionData: Semantic work: 3.002029001712799
Info 562  [19:18:21.680] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 563  [19:18:21.766] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 31 structureChanged: false structureIsReused:: Completely Elapsed: 86.46651000156999ms
Info 564  [19:18:21.766] Different program with same set of files
Info 565  [19:18:23.709] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 566  [19:18:23.761] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 32 structureChanged: false structureIsReused:: Completely Elapsed: 51.18309199810028ms
Info 567  [19:18:23.761] Different program with same set of files
Info 568  [19:18:24.552] Format host information updated
Info 569  [19:18:26.869] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 570  [19:18:26.920] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 33 structureChanged: false structureIsReused:: Completely Elapsed: 50.295902002602816ms
Info 571  [19:18:26.920] Different program with same set of files
Info 572  [19:18:28.094] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 573  [19:18:28.123] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 34 structureChanged: false structureIsReused:: Completely Elapsed: 28.815497998148203ms
Info 574  [19:18:28.123] Different program with same set of files
Info 575  [19:18:28.910] Format host information updated
Info 576  [19:18:36.391] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 577  [19:18:36.438] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 35 structureChanged: false structureIsReused:: Completely Elapsed: 47.63487099856138ms
Info 578  [19:18:36.438] Different program with same set of files
Info 579  [19:18:37.353] Format host information updated
Info 580  [19:18:40.602] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 581  [19:18:40.644] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 36 structureChanged: false structureIsReused:: Completely Elapsed: 41.902641996741295ms
Info 582  [19:18:40.644] Different program with same set of files
Info 583  [19:18:41.495] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 584  [19:18:41.523] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 37 structureChanged: false structureIsReused:: Completely Elapsed: 28.191344998776913ms
Info 585  [19:18:41.523] Different program with same set of files
Info 586  [19:18:41.524] getCompletionData: Get current token: 0.014777999371290207
Info 587  [19:18:41.524] getCompletionData: Is inside comment: 0.019164003431797028
Info 588  [19:18:41.524] getCompletionData: Get previous token: 0.013772998005151749
Info 589  [19:18:41.529] getExportInfoMap: cache hit
Info 590  [19:18:41.550] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 2 from cache
Info 591  [19:18:41.551] collectAutoImports: response is complete
Info 592  [19:18:41.551] collectAutoImports: 21.548257000744343
Info 593  [19:18:41.551] getCompletionData: Semantic work: 26.72307699918747
Info 594  [19:18:41.560] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.215420998632908
Info 595  [19:18:41.565] getCompletionData: Get current token: 0.008650001138448715
Info 596  [19:18:41.565] getCompletionData: Is inside comment: 0.016210000962018967
Info 597  [19:18:41.565] getCompletionData: Get previous token: 0.013704001903533936
Info 598  [19:18:41.568] getExportInfoMap: cache hit
Info 599  [19:18:41.575] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 2 from cache
Info 600  [19:18:41.575] collectAutoImports: response is complete
Info 601  [19:18:41.575] collectAutoImports: 7.025008000433445
Info 602  [19:18:41.575] getCompletionData: Semantic work: 9.888232000172138
Info 603  [19:18:41.582] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.772895999252796
Info 604  [19:18:41.585] getCompletionData: Get current token: 0.043796997517347336
Info 605  [19:18:41.585] getCompletionData: Is inside comment: 0.017009001225233078
Info 606  [19:18:41.585] getCompletionData: Get previous token: 0.013343002647161484
Info 607  [19:18:41.588] getExportInfoMap: cache hit
Info 608  [19:18:41.595] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 2 from cache
Info 609  [19:18:41.595] collectAutoImports: response is complete
Info 610  [19:18:41.595] collectAutoImports: 6.2429479993879795
Info 611  [19:18:41.595] getCompletionData: Semantic work: 9.23811399936676
Info 612  [19:18:41.600] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.437281999737024
Info 613  [19:18:41.603] getCompletionData: Get current token: 0.008297000080347061
Info 614  [19:18:41.603] getCompletionData: Is inside comment: 0.01600699871778488
Info 615  [19:18:41.603] getCompletionData: Get previous token: 0.013289999216794968
Info 616  [19:18:41.606] getExportInfoMap: cache hit
Info 617  [19:18:41.611] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 2 from cache
Info 618  [19:18:41.611] collectAutoImports: response is complete
Info 619  [19:18:41.611] collectAutoImports: 5.537848997861147
Info 620  [19:18:41.611] getCompletionData: Semantic work: 8.09876499697566
Info 621  [19:18:41.616] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.842268999665976
Info 622  [19:18:41.646] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 623  [19:18:41.671] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 38 structureChanged: false structureIsReused:: Completely Elapsed: 24.801766000688076ms
Info 624  [19:18:41.671] Different program with same set of files
Info 625  [19:18:41.671] getCompletionData: Get current token: 0.014139998704195023
Info 626  [19:18:41.671] getCompletionData: Is inside comment: 0.022978998720645905
Info 627  [19:18:41.671] getCompletionData: Get previous token: 0.016644001007080078
Info 628  [19:18:41.674] getExportInfoMap: cache hit
Info 629  [19:18:41.726] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 442 from cache
Info 630  [19:18:41.726] collectAutoImports: response is complete
Info 631  [19:18:41.726] collectAutoImports: 51.63756499812007
Info 632  [19:18:41.726] getCompletionData: Semantic work: 54.36123200133443
Info 633  [19:18:41.733] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.496356997638941
Info 634  [19:18:41.952] getCompletionData: Get current token: 0.0065310001373291016
Info 635  [19:18:41.952] getCompletionData: Is inside comment: 0.004089999943971634
Info 636  [19:18:41.952] getCompletionData: Get previous token: 0.019101999700069427
Info 637  [19:18:41.954] getExportInfoMap: cache hit
Info 638  [19:18:41.988] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 442 from cache
Info 639  [19:18:41.988] collectAutoImports: response is complete
Info 640  [19:18:41.988] collectAutoImports: 33.2916820012033
Info 641  [19:18:41.988] getCompletionData: Semantic work: 35.685497000813484
Info 642  [19:18:41.994] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.90089699998498
Info 643  [19:18:42.440] Format host information updated
Info 644  [19:18:47.037] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 645  [19:18:47.068] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 39 structureChanged: false structureIsReused:: Completely Elapsed: 30.96536000072956ms
Info 646  [19:18:47.068] Different program with same set of files
Info 647  [19:18:47.912] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 648  [19:18:47.938] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 40 structureChanged: false structureIsReused:: Completely Elapsed: 25.79662600159645ms
Info 649  [19:18:47.938] Different program with same set of files
Info 650  [19:18:47.939] getCompletionData: Get current token: 0.015654999762773514
Info 651  [19:18:47.939] getCompletionData: Is inside comment: 0.004655998200178146
Info 652  [19:18:47.939] getCompletionData: Get previous token: 0.06538200005888939
Info 653  [19:18:47.939] getCompletionsAtPosition: isCompletionListBlocker: 0.09827300161123276
Info 654  [19:18:47.939] Returning an empty list because completion was requested in an invalid position.
Info 655  [19:18:47.966] getCompletionData: Get current token: 0.012815002351999283
Info 656  [19:18:47.966] getCompletionData: Is inside comment: 0.004622001200914383
Info 657  [19:18:47.966] getCompletionData: Get previous token: 0.04631500318646431
Info 658  [19:18:47.966] getCompletionsAtPosition: isCompletionListBlocker: 0.016597997397184372
Info 659  [19:18:47.966] Returning an empty list because completion was requested in an invalid position.
Info 660  [19:18:47.989] getCompletionData: Get current token: 0.014264997094869614
Info 661  [19:18:47.989] getCompletionData: Is inside comment: 0.004576999694108963
Info 662  [19:18:47.989] getCompletionData: Get previous token: 0.04149099811911583
Info 663  [19:18:47.989] getCompletionsAtPosition: isCompletionListBlocker: 0.017889000475406647
Info 664  [19:18:47.989] Returning an empty list because completion was requested in an invalid position.
Info 665  [19:18:48.012] getCompletionData: Get current token: 0.014357000589370728
Info 666  [19:18:48.012] getCompletionData: Is inside comment: 0.004483997821807861
